proceedings_id,paper_id
proceedings_088,00672e6b4a52c3cdd8d947807a15c8995d7b10e9
proceedings_007,0067983f3d8324e78c17dc0b62364cfa6ac0df26
proceedings_202,0068dc37c9806c1ebd05f23b65fe45b63c21bbec
proceedings_101,006b05072a87bb1574f6599dbf8ee6193ccc2c89
proceedings_047,006c33c13be9b10fb103b844b409c56f1f63e199
proceedings_197,006cef8cb9f4101690dce6b0fcfe5eee918a75cb
proceedings_050,006f733f4a26f45dfe5fa7ce9d84621310446171
proceedings_190,00702af7d76865b8aa4232aeabdf6e42aed44b8d
proceedings_191,0072557a0ee70a182c83ef3ae7d18459b242a03f
proceedings_087,00733624c83051aac53ffa6457e57cb930c3f77c
proceedings_208,0075575a103af7218fc197a74a96cc4114befc03
proceedings_166,007660e6fb81c74ebed1917f7706510eb22568e0
proceedings_170,00783879bd1c7c206139010c93b50d5f87946641
proceedings_028,00785bba04263584d75de66f2b5f5c5fcaaae4f5
proceedings_072,007af69844f6d20a0feefb3835f58d4f01863b41
proceedings_176,007b1f330e492b17f8f47843d74cd327250c4a0c
proceedings_032,007d877a23a72b40a8614010b234d3f5d288fe79
proceedings_063,007e6dcd62ae2bb3def8bb0a9f4328e247049f59
proceedings_171,007f189ba93cb0ad1d4dcca582eda86190e11712
proceedings_156,007f2c44b469a787e819c1aff8cecf13c79d2b30
proceedings_111,007faae408771a5df78ccf08fbfb40937d5c2203
proceedings_173,0080fc730f518efbee0a064391336538cdd2ad79
proceedings_010,0084d3e64f4328aa7e413074eaedfc6712171d7f
proceedings_035,0085ea37c1070a03732139907317eb4d019183bf
proceedings_021,0087f12f32abb08a938cd2a8ab9c68688e6b0cfc
proceedings_051,008860e729e48556f148bb39df9e2525d2e788ab
proceedings_053,0088edc8676c9be2ab468ab6838ab668845f32ba
proceedings_025,00890ceef1fa7fa42c4eac41d0b295495a173eb9
proceedings_089,008962193eeb2e152245ac10cbde03e9b25f323b
proceedings_159,008a81fd4dea3aee42ddce9a9480e4ac7d0df2bc
proceedings_171,008cbfbc25e5e2e421db69404ff87579f23c82b6
proceedings_068,008e92eb13f08c7abd1bf5b73de1649b58f056d6
proceedings_024,008fead0a1d5d290f0530e6e3fc3b90ecb08bcb6
proceedings_128,009058d63a7749a1b4a35c8726384a3062dd69fa
proceedings_056,009180525c98d859811f8891c9bf3024a235f062
proceedings_058,00922f26baff660bcf42cdff7c4eec06f38f9d5c
proceedings_046,0093b354f9c92d8eb161877ca317395282a02d83
proceedings_036,009484a6e807ff1532356c71e3ab1310998a59c5
proceedings_125,0096d662d8093bf2fccdd306499334ddbeb3b3e8
proceedings_133,009935ee872c20f0f353690fb248b8a7b86a6f0c
proceedings_041,009a1846ac429b35f0b3a02a7989ef4a46e44a43
proceedings_096,009a5f6d6b455b5af325f6853b94b881d9acaabc
proceedings_194,009e031e77db82bb035b7cbd562d070ce9d505e0
proceedings_114,009e2fbb991e98638d6aa17b2f44f8407467f2b4
proceedings_023,00a0af9100a2c5f5f9bab91dc51cec538be767f1
proceedings_185,00a224af275696d3d8bae6dc91e2dea7eb7355bb
proceedings_034,00a26776255343d43ab3ca936e17fd71c323aea4
proceedings_174,00a3107e20814da9f8e8a73c6798ad263b06f221
proceedings_054,00a4a8931416e02f48932f096f0ad4e705beb0ef
proceedings_139,00a7fabdc9eab59ff1a7bc36eae109ee34fe7a03
proceedings_214,00a81cc33b3ce507a4377cd6500ffe996a2447ff
proceedings_052,00a8b4f6ed55b44c51f67806911917c9369d5b11
proceedings_055,00a969e596d1612f25a0e5a89ff33a9a5b7bcbe8
proceedings_060,00a98a37bb919bf504c76769df6152ed16d532ad
proceedings_140,00aa4d10c87f3da5706ab213826e71c4ec3163d3
proceedings_192,00aaa8413195bd6db50da94bc2d7e051ccacd43b
proceedings_199,00aba85bf7040fa59714db286108cbbe3888e2e8
proceedings_167,00ae7a5984819e595fa9276c34f091ebf0112eb7
proceedings_033,00b0095ea86f6b632e04cea4099ad2f2af98ccc6
proceedings_106,00b05b5e2145ecd270354347476e4271bcb9bf5b
proceedings_154,00b262cc555e10c7a3c0df2ece1fe2835d4b9ef8
proceedings_098,00b37a181cd07030ce700b7d5fcb3bd838ae7a19
proceedings_061,00b37f80a049a4cf1693a0614b27f438a7c86cde
proceedings_019,00b7c382955293d3e95645c203543d3852708b20
proceedings_066,00b823c0abf583221d144c99a1907538238286f9
proceedings_160,00b931f5703cbfb74582d8c6fdd52ae202629ee4
proceedings_153,00b9467eb6587aacb1215df0dccbb32c28a46a31
proceedings_163,00b9f57012aece5bf4fecc87cce3b3df714690f7
proceedings_005,00c07a9fa9cd95aa2186bc60136d79846080d005
proceedings_114,00c1c62577509298d6f6f75bc8d34725943a7418
proceedings_081,00c214164356a7597d99c89dad1a9244cfb5ee14
proceedings_057,00c4cc913002ee9f8205100331292655485b6b70
proceedings_147,00c5048de001dcf853ffde9ea91c3f6ad78920f1
proceedings_040,00c585e47f3c5fd20c5b94810b321246c032e9a8
proceedings_199,00c5abdffe51ab33e745e6804d4821ca59db52d8
proceedings_094,00c5b81539df6c9160b238955a854b0b24919aca
proceedings_015,00c9341cc9310e8d5404797300237c127235b687
proceedings_171,00c939869e0b7e2b71bd3f3df509257c336d62dd
proceedings_205,00c97821a38ac3a5fad42b9fc69ac74f35244408
proceedings_077,00c9afd63f647ed348c34233fe3e6b0f979c583e
proceedings_108,00c9bef87749b0bf9a0ec8e19c1ac3402e237d9f
proceedings_164,00cb530824753c0ba2f06105b9ad4e7ae03a2908
proceedings_002,00cca9d4b73dccbc26eaf8645127e31b24d0e021
proceedings_092,00cd40555c4206f6b5f478041f535e25a5a82efe
proceedings_112,00ce2c2574c82e07febc3a03130bbd9b107ed393
proceedings_118,00ce5829a509d4532035c4d7c66412ba704ee6c6
proceedings_186,00cf787add0f7b31f5ddf41d8d9ece1eb4af46ca
proceedings_008,00d15637f69d043c64f3d8736930688511819736
proceedings_004,00d3b4aacc5cc95277f7e3e0f560d79781a4e65a
proceedings_026,00d44e38d33314d5c4586ee6ddc5e1adcfd600c7
proceedings_038,00d4d065630a7501dad4d9e629058496ebd71f02
proceedings_109,00d5ee5c590720b25cf61f0fcc1550fbaa87876e
proceedings_006,00d717293843d4a842c358730bc4f067e8f4ace4
proceedings_175,00d7e06fb7b435f5eca097b8d342e35392fb3a0c
proceedings_137,00d828af1015906846450047af87cd65d01fddc8
proceedings_198,00d9f928a5b3ba979a24b7c96b4aaa0b1312fd94
proceedings_001,00daaa63575af068f2c1c58090c2ce61a8d7dd65
proceedings_048,00db70d23c8196eafdc3a39db61661613f3bc6b0
proceedings_110,00dbe18d9fc47565ee3ab3ee6354d027f1d80f2f
proceedings_150,00dc442fe036e3732c8066cbeb44df77d495dec9
proceedings_031,00dcb9b46b847a57fc9f0fc6d88d7676df972992
proceedings_030,00df5cf0d83c48657d453ab8083d8805a67f744f
proceedings_169,00df94f69c56d2c4847827f1f6fbc5b9b5aa791d
proceedings_184,00e2931b9bb39ea971906a16e29462b4230310c9
proceedings_074,00e2ed18e3f20dd7dec97d352d9ce7823f3d7e66
proceedings_193,00e6563b4b8fa21b76fb199b60ecaedeea542fce
proceedings_085,00e716794adcf29160c38770dae1f2d8126654b1
proceedings_073,00e82a25071e9df42b2fa7b122cc216a9699bdb5
proceedings_095,00ea24a6f15c450002a8665dfc806c753a4b3892
proceedings_064,00ec9c6c353bc66af71af165f2c2a498e4efed41
proceedings_168,00eca0ba653718274f5b0593a06dda278759d534
proceedings_189,00ed2b2a0ff9474ab45bd54dd3730638a08a94a2
proceedings_012,00ef40e9b976f52aeb3395e99ae6b0c2f4e34050
proceedings_086,00ef71115eac25c3b536e88bf95187db8bd16103
proceedings_090,00f03bdc9a686dcb53c1dfa2f98124c0e86bb3a5
proceedings_083,00f0590e18685199e5cbb9a655ff61128ca529ba
proceedings_209,00f09e26788c248b3f213eccf06a146f2278f33c
proceedings_181,00f61c73d021b1f491f085d3e3d75fbbbec0e796
proceedings_074,00f83ac33b9fab9ac638ee7eba4e24052456ccac
proceedings_099,00f86a944d77f32d352a766225b4e15491a8f33b
proceedings_102,00f8881ae46fa79387fe6785f04578985b26a588
proceedings_196,00f9256415a6db21b0778b627dec626241dc79b1
proceedings_115,00fa84ae6e881a0090c7c1a9241e06d4bbead3fe
proceedings_022,00faf75d54636a1e34b8953b0b7b188f844b877f
proceedings_093,00fc06a3f85022dc1aa9b7fb71c21cb3162f5611
proceedings_027,00fcc6b694b4d4f966598f7c10f4e033075558de
proceedings_062,00fdb503bd8eb5e5de077859b69dfb553bdc1b6d
proceedings_124,00fecdc978b068bd75bd81117727d94f6424f343
proceedings_097,00ff4ef7fcec066e8100796336ea87f47fe850cd
proceedings_183,01013f563006c88d91b833335c64691162c13c6d
proceedings_037,0101f41200a0fcc2331cd4d0c7cf7d1b5638067f
proceedings_076,0102aa65f441232200ba6c36247a982479ee3c48
proceedings_082,0102cf6a9bc3d43ca415dc23f278152a3d9e7340
proceedings_003,010396d913f01aea27cbede1f76a52289845f390
proceedings_038,0104447752343ed24b998b44f94b71fdeb0d3712
